150,uykM3NhJbso,"Michael Malice: Freedom, Hope, and Happiness Amidst Chaos | Lex Fridman Podcast #150"
149,iqBh7G4uDR8,"Diana Walsh Pasulka: Aliens, Technology, Religion & the Nature of Belief | Lex Fridman Podcast #149"
148,yzMVEbs8Zz0,Charles Isbell and Michael Littman: Machine Learning and Education | Lex Fridman Podcast #148
147,P6prRXkI5HM,Dmitri Dolgov: Waymo and the Future of Self-Driving Cars | Lex Fridman Podcast #147
146,L-RuvUkcyJI,"Michael Mina: Rapid Testing, Viruses, and the Engineering Mindset | Lex Fridman Podcast #146"
145,ICj8p5jPd3Y,Matthew Johnson: Psychedelics | Lex Fridman Podcast #145
144,c9AbECvRt20,Michael Littman: Reinforcement Learning and the Future of AI | Lex Fridman Podcast #144
143,RvhpncC5jZ8,John Clarke: The Art of Fighting and the Pursuit of Excellence | Lex Fridman Podcast #143
142,bgNzUxyS-kQ,"Manolis Kellis: Meaning of Life, the Universe, and Everything | Lex Fridman Podcast #142"
141,NOReE-3EBhI,"Erik Brynjolfsson: Economics of AI, Social Networks, and Technology | Lex Fridman Podcast #141"
140,S_AFc_BXht4,"Lisa Feldman Barrett: Love, Evolution, and the Human Brain | Lex Fridman Podcast #140"
139,Ktj050DxG7Q,Andrew Huberman: Neuroscience of Optimal Performance | Lex Fridman Podcast #139
138,SOr1YYRljV8,Yaron Brook: Ayn Rand and the Philosophy of Objectivism | Lex Fridman Podcast #138
137,WxfA1OSev4c,"Alex Filippenko: Supernovae, Dark Energy, Aliens & the Expanding Universe | Lex Fridman Podcast #137"
136,-k-ztNsBM54,Dan Carlin: Hardcore History | Lex Fridman Podcast #136
